name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault KWID RXT Optional,2016,250000,25000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner
Renault Pulse RxZ,2017,490000,22000,Diesel,Dealer,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,370000,10000,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,2013,302000,60000,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,350000,10000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2017,610000,32000,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,300000,30300,Petrol,Individual,Manual,First Owner
Renault Duster RXL AWD,2014,550000,66569,Diesel,Dealer,Manual,First Owner
Renault KWID Climber 1.0 AMT,2017,300000,20000,Petrol,Individual,Automatic,First Owner
Renault KWID RXL,2016,229999,38000,Petrol,Individual,Manual,First Owner
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Individual,Manual,Second Owner
Renault Scala Diesel RxL,2014,400000,35000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner
Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Renault Fluence 1.5,2012,300000,90000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2013,450000,120000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016,200000,53000,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2013,650000,120000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Captur 1.5 Diesel RXT Mono,2018,1000000,40000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,430000,70000,Diesel,Individual,Manual,Third Owner
Renault Koleos 2.0 Diesel,2012,750000,80000,Diesel,Individual,Automatic,Second Owner
Renault KWID 1.0,2016,265000,40000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Fluence 1.5,2013,450000,60000,Diesel,Individual,Manual,First Owner
Renault KWID RXT Optional,2016,280000,23000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2019,300000,15000,Petrol,Individual,Manual,First Owner
Renault KWID RXT Optional,2016,280000,23000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2019,375000,10000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,70000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2017,300000,10000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012,450000,160000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner
Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,400000,60000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2016,270000,60000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT Optional,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,715000,35000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 MT Opt BSIV,2020,541000,1000,Petrol,Dealer,Manual,Test Drive Car
Renault Pulse RxZ Optional,2012,325000,47000,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxZ,2017,600000,90000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013,450000,73000,Diesel,Dealer,Manual,First Owner
Renault KWID RXL,2019,265000,40000,Petrol,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner
Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner
Renault Triber RXT BSIV,2019,600000,10300,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Duster 85PS Diesel RxL Optional,2013,600000,120000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,300000,20000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2017,250000,43000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0,2017,350000,55000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2013,385000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID AMT,2017,355000,40000,Petrol,Individual,Automatic,First Owner
Renault Duster 85PS Diesel RxL,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
Renault Duster Petrol RxL,2013,400000,100000,Petrol,Individual,Manual,Second Owner
Renault KWID RXE,2018,245000,5550,Petrol,Individual,Manual,Second Owner
Renault Fluence 1.5,2012,300000,90000,Diesel,Individual,Manual,First Owner
Renault KWID Climber 1.0 AMT BSIV,2017,350000,7658,Petrol,Dealer,Automatic,First Owner
Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner
Renault Pulse RxZ,2015,420000,100000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2015,270000,20969,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL,2016,700000,160000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2018,360000,26500,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2012,375000,150000,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT,2017,240000,50000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,360000,15000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2017,800000,50000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2019,400000,10000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,2016,500000,40000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2018,310000,15000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ AWD,2017,700000,60000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,550000,75000,Diesel,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2017,280000,36000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2015,250000,50000,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,2013,570000,62668,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,421000,45000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,300000,13000,Petrol,Individual,Manual,Second Owner
Renault KWID RXE,2016,300000,20000,Petrol,Individual,Manual,First Owner
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Renault Lodgy 85PS RxL,2015,495000,60000,Diesel,Individual,Manual,First Owner
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,2017,650000,40000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner
Renault Scala Diesel RxL,2013,550000,38500,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2018,300000,50852,Petrol,Individual,Manual,First Owner
Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2015,275000,14365,Petrol,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2014,525000,65000,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013,425000,170000,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,2013,425000,170000,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,465000,41123,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2016,225000,40000,Petrol,Individual,Manual,First Owner
