name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
Volkswagen Vento New Diesel Highline,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner
Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,Petrol,Individual,Manual,First Owner
Volkswagen Jetta 2.0 TDI Comfortline,2011,350000,312000,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,660000,25000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2012,335000,77000,Diesel,Dealer,Manual,Third Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,175000,90000,Diesel,Individual,Manual,Third Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,55000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,265000,55000,Diesel,Individual,Manual,Second Owner
Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Individual,Manual,First Owner
Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Dealer,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,575000,80000,Diesel,Individual,Manual,First Owner
Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
Volkswagen Jetta 2.0L TDI Highline,2015,790000,52517,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,Diesel,Dealer,Manual,Test Drive Car
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner
Volkswagen Jetta 1.4 TSI Comfortline,2013,450000,50000,Petrol,Individual,Manual,First Owner
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
Volkswagen Polo 1.5 TDI Highline,2015,600000,70000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,295000,90000,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2015,470000,58182,Petrol,Dealer,Manual,First Owner
Volkswagen Jetta 1.9 Highline TDI,2008,285000,90000,Diesel,Individual,Automatic,Second Owner
Volkswagen Vento Diesel Highline,2011,260000,150000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,200000,82000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo Petrol Comfortline 1.2L,2012,375000,62000,Petrol,Individual,Manual,Second Owner
Volkswagen Vento 1.0 TSI Highline Plus,2011,305000,53000,Petrol,Dealer,Manual,Second Owner
Volkswagen Vento 1.5 TDI Comfortline AT,2014,325000,70000,Diesel,Individual,Automatic,First Owner
Volkswagen Jetta 2.0L TDI Highline AT,2012,735000,55300,Diesel,Dealer,Automatic,First Owner
Volkswagen Jetta 1.9 Highline TDI,2010,290000,87620,Diesel,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,890000,40219,Diesel,Dealer,Automatic,First Owner
Volkswagen Polo 1.0 MPI Trendline,2012,271000,49000,Petrol,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2012,390000,45454,Diesel,Dealer,Manual,First Owner
Volkswagen Vento IPL II Diesel Trendline,2011,280000,110000,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2016,500000,20000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Individual,Manual,First Owner
Volkswagen Jetta 2.0L TDI Comfortline,2012,415000,80000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.2 MPI Highline,2014,425000,40000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Trendline,2011,325000,70000,Diesel,Individual,Manual,First Owner
Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento 1.6 Highline,2012,377000,84775,Petrol,Dealer,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,260000,97000,Diesel,Individual,Manual,Third Owner
Volkswagen Jetta 1.4 TSI Comfortline,2017,936999,60800,Petrol,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2014,450000,80000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Individual,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,2015,465000,130000,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Individual,Automatic,First Owner
Volkswagen CrossPolo 1.2 MPI,2016,350000,110000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,2015,535000,70000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,320000,115000,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline,2017,720000,70000,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.6 Highline,2015,509999,43000,Petrol,Individual,Manual,Second Owner
Volkswagen Vento New Diesel Highline,2013,330000,120000,Diesel,Individual,Manual,Second Owner
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,260000,134000,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline AT,2016,724000,48980,Diesel,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline,2013,475000,80000,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,2013,525000,71500,Diesel,Dealer,Manual,First Owner
Volkswagen Polo GT 1.0 TSI,2019,950000,24000,Petrol,Individual,Automatic,First Owner
Volkswagen Vento Petrol Highline,2011,350000,90000,Petrol,Individual,Manual,Second Owner
Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner
Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner
Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000,Diesel,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2012,420000,90000,Diesel,Individual,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000,Diesel,Dealer,Manual,Second Owner
