name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Ford Figo Diesel Titanium,2012,425000,81632,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2016,600000,155201,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,93283,Diesel,Dealer,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,90165,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,101504,Diesel,Dealer,Manual,First Owner
Ford Figo Titanium Diesel BSIV,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
Ford Ikon 1.3L Rocam Flair,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,150000,186000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner
Ford Figo Petrol Titanium,2010,275000,70000,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000,15000,Petrol,Individual,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2011,325000,100000,Diesel,Individual,Manual,Second Owner
Ford Endeavour XLT TDCi 4X2,2008,280000,190000,Diesel,Individual,Manual,Second Owner
Ford Endeavour Hurricane Limited Edition,2007,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner
Ford Endeavour 3.0L 4X4 AT,2011,1000000,90000,Diesel,Individual,Automatic,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,35000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.5 TDCi Titanium,2011,195000,133564,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000,106000,Diesel,Individual,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000,60000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000,70000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,425000,72000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,260000,65000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000,15000,Petrol,Individual,Manual,First Owner
Ford Figo Diesel LXI,2012,190000,130000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000,19014,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Diesel BSIV,2016,700000,29600,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,285000,68293,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.6 ZXi Leather,2006,95000,83411,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.6 ZXi Leather,2006,81000,83411,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.4 Duratec ZXI,2008,120000,100000,Petrol,Individual,Manual,Third Owner
Ford Figo Diesel Titanium,2010,200000,100000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Individual,Manual,Second Owner
Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner
Ford Fusion 1.6 Duratec Petrol,2005,120000,100000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 4x4 XLT,2005,350000,150000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel EXI,2011,140000,90000,Diesel,Individual,Manual,Third Owner
Ford Freestyle Titanium Diesel,2020,784000,101,Diesel,Dealer,Manual,Test Drive Car
Ford Figo Titanium,2020,635000,101,Petrol,Dealer,Manual,Test Drive Car
Ford Ecosport 1.5 Diesel Titanium,2020,1000000,101,Diesel,Dealer,Manual,Test Drive Car
Ford Figo 1.5D Titanium Opt MT,2015,495000,52328,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000,91505,Diesel,Dealer,Automatic,First Owner
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000,Diesel,Individual,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2011,550000,80000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium BSIV,2020,828999,1010,Petrol,Dealer,Manual,Test Drive Car
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000,1010,Petrol,Dealer,Manual,Test Drive Car
Ford Figo Titanium,2020,746000,1111,Petrol,Dealer,Manual,Test Drive Car
Ford Ecosport 1.5 Petrol Trend,2020,1030000,1010,Petrol,Dealer,Manual,Test Drive Car
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000,1010,Diesel,Dealer,Manual,Test Drive Car
Ford Freestyle Titanium,2020,811999,1010,Petrol,Dealer,Manual,Test Drive Car
Ford Ecosport Thunder Edition Diesel,2020,1331000,1010,Diesel,Dealer,Manual,Test Drive Car
Ford Freestyle Titanium Plus,2020,852000,1010,Petrol,Dealer,Manual,Test Drive Car
Ford Ecosport 1.5 Petrol Titanium Plus,2019,1100000,5166,Petrol,Dealer,Manual,Test Drive Car
Ford Figo Diesel EXI,2012,409999,28000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2011,225000,76736,Diesel,Dealer,Manual,Second Owner
Ford Ikon 1.8 D,2005,114999,92645,Diesel,Dealer,Manual,Fourth & Above Owner
Ford Fiesta 1.5 TDCi Ambiente,2014,800000,20000,Diesel,Individual,Manual,First Owner
Ford Freestyle Titanium Plus Diesel,2019,750000,1001,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5P Titanium AT,2017,774000,1758,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5P Titanium AT,2018,711000,1452,Petrol,Dealer,Automatic,First Owner
Ford Figo 1.5D Titanium MT,2017,600000,35122,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Individual,Automatic,First Owner
Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel LXI,2011,180000,70000,Diesel,Individual,Manual,Second Owner
Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Individual,Automatic,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Individual,Manual,First Owner
Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000,35000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000,15000,Diesel,Individual,Manual,First Owner
Ford Ecosport Sports Petrol,2020,1100000,1000,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000,99117,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,100000,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire Titanium Plus Diesel,2019,894999,13000,Diesel,Dealer,Manual,Test Drive Car
Ford Figo Diesel Celebration Edition,2013,285000,90000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner
Ford Ikon 1.4 ZXi,2000,22000,42743,Petrol,Dealer,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2019,3200000,20000,Diesel,Individual,Automatic,First Owner
Ford Endeavour 4x2 XLT,2004,195000,120000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Plus Diesel BSIV,2018,861999,20000,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2018,782000,14000,Petrol,Dealer,Manual,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,2018,836000,26000,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000,45839,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium BSIV,2017,430000,101159,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000,65239,Petrol,Dealer,Manual,First Owner
Ford Fiesta Diesel Trend,2012,200000,91245,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel ZXI,2011,275000,108000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Petrol Trend,2012,450000,60000,Petrol,Dealer,Manual,First Owner
Ford Ikon 1.6 ZXI NXt,2005,20000,25000,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000,19000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,550000,110000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000,10000,Petrol,Individual,Automatic,First Owner
Ford Aspire Titanium Plus Diesel BSIV,2019,675000,15000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2011,190000,110000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,2011,150000,100000,Diesel,Individual,Manual,Second Owner
Ford Figo 1.5D Trend MT,2016,495000,40000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,81595,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5D Titanium MT,2016,515000,25000,Diesel,Individual,Manual,First Owner
Ford Figo 1.2P Titanium Plus MT,2012,260000,42000,Petrol,Dealer,Manual,First Owner
Ford Classic 1.6 Duratec LXI,2011,265000,20000,Petrol,Dealer,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2013,450000,75000,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Trend,2015,459999,148620,Diesel,Dealer,Manual,First Owner
Ford Fiesta 1.6 Duratec S,2010,300000,70000,Petrol,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Dealer,Manual,First Owner
Ford Ikon 1.4 TDCi DuraTorq,2009,130000,100000,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium Plus 4X4,2017,2650000,60000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2018,2675000,56000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour Titanium Plus 4X4,2017,2675000,60000,Diesel,Dealer,Automatic,First Owner
Ford Ecosport 1.5 Ti VCT AT Titanium,2014,475000,48000,Petrol,Dealer,Automatic,Second Owner
Ford Fiesta 1.4 ZXi Leather,2007,100000,170000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Ford Ikon 1.3 Flair,2005,50000,80000,Petrol,Individual,Manual,Third Owner
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000,80000,Petrol,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000,98000,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,550000,100000,Diesel,Individual,Manual,First Owner
Ford Figo Petrol Titanium,2015,300000,50000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000,14272,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000,49213,Diesel,Dealer,Manual,First Owner
Ford Figo Petrol EXI,2014,350000,90000,Petrol,Individual,Manual,Second Owner
Ford Ikon 1.3 Flair,2005,61000,4637,Petrol,Individual,Manual,Second Owner
Ford Figo Trend,2016,440000,34982,Petrol,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2016,650000,57904,Diesel,Dealer,Manual,First Owner
Ford Figo Trend,2016,390000,60826,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Individual,Manual,Second Owner
Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel EXI,2010,130000,100000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,2012,280000,80000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000,19000,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,470000,146000,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Individual,Manual,First Owner
Ford Figo 1.5D Trend MT,2017,545000,40000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,525000,75000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,101100,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel Titanium,2012,300000,63700,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2009,500000,105000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000,77000,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000,40000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,300000,50000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,2009,80000,180000,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,63356,Diesel,Dealer,Manual,Second Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000,1000,Diesel,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq LXI,2013,250000,35000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000,25061,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,2017,760000,42494,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,2014,280000,89741,Diesel,Dealer,Manual,Second Owner
Ford Freestyle Titanium Plus Diesel BSIV,2019,525000,16000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2011,150000,120000,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2014,240000,90000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,87000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000,38000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,650000,68000,Diesel,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,2019,600000,25000,Petrol,Individual,Manual,First Owner
Ford Fiesta 1.5 TDCi Titanium,2012,199000,92000,Diesel,Dealer,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,600000,30000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000,21394,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire Facelift,2018,624000,14681,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner
Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner
Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000,Diesel,Dealer,Manual,Second Owner
Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000,Diesel,Dealer,Automatic,First Owner
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730,Diesel,Dealer,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.6 ZXi Duratec,2009,233000,58000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 2.2 Titanium AT 4X2,2019,2800000,10000,Diesel,Individual,Automatic,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,530000,175000,Diesel,Individual,Manual,Third Owner
