name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Honda Amaze VX i-VTEC,2018,800000,13500,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,2018,836000,9700,Petrol,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,2016,1249000,24000,Diesel,Dealer,Manual,First Owner
Honda WR-V i-DTEC VX,2019,1240000,13000,Diesel,Dealer,Manual,First Owner
Honda BR-V i-VTEC VX MT,2017,1068000,36000,Petrol,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,2017,1189000,40000,Diesel,Dealer,Manual,First Owner
Honda Brio 1.2 S MT,2014,325000,57000,Petrol,Dealer,Manual,First Owner
Honda Brio 1.2 S MT,2012,275000,47000,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2012,434999,47000,Petrol,Dealer,Manual,Second Owner
Honda Brio V MT,2012,249000,42000,Petrol,Dealer,Manual,Second Owner
Honda City i DTEC E,2014,350000,60000,Diesel,Individual,Manual,Second Owner
Honda City VX MT,2010,350000,48781,Petrol,Dealer,Manual,First Owner
Honda Jazz VX,2011,385000,11473,Petrol,Dealer,Manual,First Owner
Honda City i DTec SV,2014,600000,27483,Diesel,Dealer,Manual,First Owner
Honda WR-V i-VTEC VX,2018,875000,1440,Petrol,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,First Owner
Honda Mobilio S i VTEC,2015,550000,23000,Petrol,Individual,Manual,First Owner
Honda City V AT,2011,434999,97000,Petrol,Dealer,Automatic,Second Owner
Honda City i VTEC S,2014,500000,60000,Petrol,Individual,Manual,First Owner
Honda Jazz 1.2 V i VTEC,2016,540000,31200,Petrol,Dealer,Manual,First Owner
Honda City 1.5 S MT,2009,300000,120000,Petrol,Individual,Manual,Second Owner
Honda Amaze VX O iDTEC,2017,550000,12997,Diesel,Dealer,Manual,First Owner
Honda Amaze S i-Vtech,2015,450000,43192,Petrol,Dealer,Manual,First Owner
Honda Mobilio S i DTEC,2015,420000,104000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Vtech,2016,490000,50000,Petrol,Individual,Manual,First Owner
Honda Amaze S i-DTEC,2016,475000,90000,Diesel,Individual,Manual,First Owner
Honda Amaze E i-Dtech,2013,320000,50000,Diesel,Individual,Manual,First Owner
Honda BRV i-DTEC V MT,2017,1250000,30000,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Individual,Manual,Second Owner
Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Dealer,Manual,Second Owner
Honda City S,2012,325000,40700,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,2018,890000,8000,Petrol,Dealer,Manual,First Owner
Honda City 1.3 EXI,1998,85000,120000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Dealer,Manual,First Owner
Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Individual,Manual,Second Owner
Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
Honda City i VTEC V,2015,800000,10000,Petrol,Individual,Manual,First Owner
Honda Amaze V Diesel BSIV,2018,844999,20000,Diesel,Individual,Manual,First Owner
Honda Civic 1.8 V AT,2007,280000,60000,Petrol,Individual,Automatic,First Owner
Honda Mobilio V i VTEC,2014,500000,70000,Petrol,Individual,Manual,First Owner
Honda City 1.3 DX,2003,120000,165000,Petrol,Individual,Manual,Second Owner
Honda BR-V i-DTEC VX MT,2018,1040000,42000,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2018,700000,74800,Diesel,Individual,Manual,First Owner
Honda City i-VTEC CVT ZX,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
Honda City 1.5 S MT,2010,254999,90000,Petrol,Individual,Manual,Second Owner
Honda City 1.5 V MT,2009,250000,90000,Petrol,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2014,395000,44875,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 S i DTEC,2016,495000,65000,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2016,525000,35000,Diesel,Dealer,Manual,First Owner
Honda City i DTEC VX,2014,600000,100000,Diesel,Individual,Manual,First Owner
Honda City 1.5 V MT,2011,300000,64000,Petrol,Individual,Manual,Second Owner
Honda Amaze E i-Vtech,2015,360000,80000,Petrol,Individual,Manual,Second Owner
Honda Amaze VX i-DTEC,2016,700000,35000,Diesel,Individual,Manual,First Owner
Honda City 1.5 EXI,2004,125000,110000,Petrol,Individual,Manual,Third Owner
Honda Amaze VX AT i-Vtech,2014,440000,46000,Petrol,Dealer,Automatic,First Owner
Honda Brio VX,2014,345000,58000,Petrol,Dealer,Manual,First Owner
Honda Jazz Select Edition,2017,585000,14000,Petrol,Dealer,Manual,First Owner
Honda City i-DTEC SV,2014,650000,49654,Diesel,Dealer,Manual,First Owner
Honda City VX CVT,2015,850000,58000,Petrol,Dealer,Automatic,First Owner
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner
Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner
Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner
Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner
Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner
Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner
Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner
Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner
Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner
Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner
Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner
Honda City i DTEC S,2014,520000,82000,Diesel,Individual,Manual,First Owner
Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner
Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015,450000,38000,Diesel,Individual,Manual,First Owner
Honda Amaze V CVT Petrol BSIV,2018,725000,26000,Petrol,Dealer,Automatic,First Owner
Honda Civic 1.8 V MT,2008,350000,75000,Petrol,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2014,421000,69000,Diesel,Dealer,Manual,First Owner
Honda City Edge Edition Diesel SV,2018,830000,40000,Diesel,Individual,Manual,First Owner
Honda Accord 2.4 AT,2009,428000,40000,Petrol,Individual,Automatic,Third Owner
Honda City i DTEC S,2014,520000,82000,Diesel,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,2013,325000,65000,Diesel,Dealer,Manual,First Owner
Honda City 1.5 S MT,2010,409999,60000,Petrol,Individual,Manual,First Owner
Honda City i DTec V,2017,950000,50000,Diesel,Individual,Manual,First Owner
Honda City i-DTEC VX,2017,1000000,30000,Diesel,Individual,Manual,First Owner
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner
Honda City 1.5 GXI,2007,190000,115000,Petrol,Dealer,Manual,Second Owner
Honda Jazz S,2009,300000,50000,Petrol,Individual,Manual,First Owner
Honda City 1.5 GXI,2007,190000,115000,Petrol,Dealer,Manual,Second Owner
Honda Amaze S Petrol BSIV,2020,614000,1000,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT,2008,140000,70000,Petrol,Individual,Automatic,First Owner
Honda City 1.5 GXI,2005,65000,150000,Petrol,Individual,Manual,Third Owner
