name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Chevrolet Beat Diesel LS,2013,195000,47253,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2012,300000,25000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2013,240000,10000,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LT,2008,114999,70000,Petrol,Individual,Manual,Third Owner
Chevrolet Cruze LT,2012,349000,44500,Diesel,Dealer,Manual,Second Owner
Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,2010,99000,60000,Petrol,Individual,Manual,Second Owner
Chevrolet Aveo 1.4 LS,2010,200000,74510,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,2009,130000,87293,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,2012,180000,55130,Diesel,Dealer,Manual,First Owner
Chevrolet Optra 1.6,2006,120000,79000,Petrol,Dealer,Manual,Fourth & Above Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014,300000,146000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2013,195000,46000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2013,165000,53000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,2015,245000,43000,Petrol,Dealer,Manual,First Owner
Chevrolet Sail 1.2 Base,2014,290000,25000,Petrol,Individual,Manual,First Owner
Chevrolet Cruze LTZ,2014,550000,52000,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2012,200000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Optra Magnum 2.0 LT,2011,170000,150000,Diesel,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2012,134000,90000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel,2012,160000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ AT,2012,359000,120000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2014,320000,60000,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LS,2014,305000,66000,Diesel,Individual,Manual,First Owner
Chevrolet Aveo 1.4,2007,85000,70000,Petrol,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2011,345000,65500,Diesel,Individual,Manual,First Owner
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,400000,120000,Diesel,Individual,Manual,Third Owner
Chevrolet Cruze LTZ,2015,1000000,3600,Diesel,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LS,2012,130000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,2012,150000,60000,Diesel,Individual,Manual,First Owner
Chevrolet Cruze LTZ AT,2015,650000,50000,Diesel,Individual,Automatic,First Owner
Chevrolet Beat Diesel LS,2013,130000,93900,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,120000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 8,2013,425000,20000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi,2015,281000,40000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2014,350000,110000,Diesel,Individual,Manual,First Owner
Chevrolet Captiva 2.0L VCDi,2011,400000,76000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat LT LPG,2011,200000,110000,LPG,Individual,Manual,First Owner
Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner
Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2015,240000,60000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2016,350000,35000,Diesel,Individual,Manual,Second Owner
Chevrolet Captiva LT,2009,500000,130000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 8 Seater,2015,500000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2010,180000,15000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2011,150000,60000,Petrol,Individual,Manual,Third Owner
Chevrolet Aveo U-VA 1.2,2007,80000,110000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,215000,20000,Diesel,Individual,Manual,Third Owner
Chevrolet Cruze LTZ,2010,320000,60000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2011,130000,80000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2012,250000,40000,Diesel,Individual,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2012,490000,42000,Diesel,Dealer,Automatic,First Owner
Chevrolet Spark 1.0 LS,2009,70000,60000,Petrol,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,126000,98900,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2012,120000,125000,Diesel,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2 LS,2008,160000,80000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner
Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner
Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner
Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner
Chevrolet Sail 1.3 LS,2013,290000,56000,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LT BS3,2013,150000,60000,Petrol,Individual,Manual,Second Owner
