name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.5 TDI Ambition,2016,700000,93000,Diesel,Individual,Manual,First Owner
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Skoda Rapid 1.5 TDI Ambition,2014,360000,70000,Diesel,Individual,Manual,First Owner
Skoda Superb LK 1.8 TSI AT,2012,650000,60000,Petrol,Dealer,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner
Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI AT Ambition BSIV,2017,900000,15000,Petrol,Individual,Automatic,First Owner
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner
